gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_accessions	annotation_description
CP020618.1_1393	1446824	1449586	2763	1	0.358	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1394	1449583	1449930	348	1	0.385	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1395	1450007	1450573	567	-1	0.300	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1396	1450725	1450946	222	-1	0.288	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1397	1450960	1451457	498	-1	0.353	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1398	1451475	1451786	312	-1	0.343	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1399	1451788	1451877	90	-1	0.367	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1400	1451880	1452218	339	-1	0.271	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1401	1452307	1453629	1323	-1	0.323	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1402	1453723	1453992	270	-1	0.311	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1403	1454219	1455826	1608	-1	0.296	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1404	1455819	1456193	375	-1	0.307	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1405	1456183	1457316	1134	-1	0.321	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1406	1457408	1457761	354	-1	0.294	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1407	1459425	1459808	384	-1	0.516	11	GGA/GAG/AGG	GENOMAD.044698.CC	8.85e-07	49	0	0	0	1	NA	NA	NA	NA
CP020618.1_1408	1460505	1461671	1167	1	0.286	11	GGAGG	GENOMAD.179009.CP	7.62e-58	209	0	0	0	1	NA	NA	K07035;COG3641	Uncharacterized membrane protein PfoR (does not regulate perfringolysin O expression)
CP020618.1_1409	1461683	1462075	393	1	0.290	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1410	1462075	1463133	1059	1	0.306	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1411	1463126	1463848	723	1	0.297	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1412	1464110	1465231	1122	1	0.350	11	AGGAGG	GENOMAD.151894.CP	2.934e-07	55	0	0	0	1	NA	NA	TIGR00276;K18979;COG1600	epoxyqueuosine reductase
CP020618.1_1413	1465233	1465703	471	1	0.310	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1414	1465863	1466462	600	1	0.312	11	AGGAG	GENOMAD.136192.CP	3.019e-87	285	0	0	0	1	NA	NA	PF01182.23;TIGR00502;COG0363;K02080	glucosamine-6-phosphate isomerase
CP020618.1_1415	1466491	1466658	168	1	0.286	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1416	1466769	1467161	393	1	0.282	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1417	1467302	1468687	1386	1	0.334	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1418	1468766	1469590	825	-1	0.308	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1419	1469728	1470837	1110	1	0.300	11	None	GENOMAD.125901.CP	1.019e-05	50	0	0	0	1	NA	NA	PF04340.15;PF14501.9;K07682;COG4251;TIGR01817	Bacteriophytochrome (light-regulated signal transduction histidine kinase)
CP020618.1_1420	1470852	1471475	624	1	0.280	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1421	1471725	1472189	465	1	0.290	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1422	1472410	1473540	1131	1	0.290	11	AGGAG	GENOMAD.095273.CV	1.007e-41	161	0	0	0	1	NA	NA	PF04286.15;COG4399	Uncharacterized membrane protein YheB, UPF0754 family
CP020618.1_1423	1473612	1473956	345	1	0.290	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1424	1474107	1475303	1197	1	0.292	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1425	1475293	1478229	2937	1	0.285	11	GGAG/GAGG	GENOMAD.161335.CP	7.622e-66	248	0	0	0	1	NA	NA	PF13514.9;COG4717;K22803;TIGR00611	Uncharacterized protein YhaN, contains AAA domain
CP020618.1_1426	1478226	1479167	942	1	0.325	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1427	1479226	1480185	960	-1	0.270	11	AGGAG	GENOMAD.116255.CP	6.331e-10	63	0	0	0	1	NA	NA	PF13623.9;PF13145.9;K03770;TIGR04142;COG0760	putative peptidyl-prolyl cis-trans isomerase, LIC12922 family
CP020618.1_1428	1480409	1480966	558	-1	0.258	11	GGAG/GAGG	GENOMAD.032573.CC	3.744e-24	102	0	0	0	1	NA	NA	PF11667.11	Putative zincin peptidase
CP020618.1_1429	1481166	1481549	384	-1	0.326	11	AGGAG	GENOMAD.009711.CC	4.553e-05	44	0	0	0	1	NA	NA	PF12732.10;COG4980	Gas vesicle protein
CP020618.1_1430	1481702	1482127	426	-1	0.298	11	AGGAG/GGAGG	GENOMAD.004690.CC	6.356e-06	47	0	0	0	1	NA	NA	PF04677.18;K19710;COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase
CP020618.1_1431	1482262	1482999	738	1	0.332	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1432	1482996	1484219	1224	1	0.272	11	AGxAGG/AGGxGG	GENOMAD.013872.CC	4.424e-65	231	0	0	0	1	NA	NA	PF05975.15;COG4473	Predicted ABC-type exoprotein transport system, permease component
CP020618.1_1433	1484276	1484776	501	-1	0.263	11	AGGAGG	GENOMAD.028035.CC	1.24e-72	241	0	0	0	1	NA	NA	PF03992.19;K21481;COG3224	Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme
CP020618.1_1434	1485024	1486061	1038	1	0.337	11	AGGAGG	GENOMAD.112917.CP	2.502e-07	55	0	0	0	1	NA	NA	PF01208.20;K14082;COG0407;TIGR01463	Uroporphyrinogen-III decarboxylase
CP020618.1_1435	1486107	1487030	924	1	0.323	11	GGA/GAG/AGG	GENOMAD.140428.CP	8.028e-14	75	0	0	0	1	NA	NA	PF00762.22;K01772;COG0276;TIGR00109	Ferrochelatase
CP020618.1_1436	1487048	1488442	1395	1	0.338	11	GGA/GAG/AGG	GENOMAD.132184.CP	3.395e-25	113	0	0	0	1	NA	NA	PF01593.27;K00231;TIGR00562;COG1232	protoporphyrinogen oxidase
CP020618.1_1437	1488546	1489106	561	1	0.308	11	AGGAG	GENOMAD.171014.CP	1.598e-12	68	0	0	0	1	NA	NA	PF06821.16;K07002;COG3545;TIGR03611	Predicted esterase of the alpha/beta hydrolase fold
CP020618.1_1438	1490362	1491756	1395	1	0.329	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1439	1491757	1492764	1008	1	0.315	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1440	1492755	1493000	246	-1	0.341	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1441	1493068	1493541	474	1	0.319	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1442	1493522	1494295	774	1	0.342	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1443	1494342	1495934	1593	-1	0.328	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1444	1496320	1497516	1197	1	0.358	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1445	1497615	1498526	912	1	0.293	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1446	1498642	1499475	834	1	0.307	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1447	1499536	1499889	354	-1	0.345	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1448	1499886	1500122	237	-1	0.300	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1449	1500291	1500599	309	-1	0.191	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1450	1500845	1501558	714	1	0.331	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1451	1501757	1502221	465	1	0.256	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1452	1502196	1502642	447	-1	0.266	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1453	1503323	1503547	225	1	0.271	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1454	1503794	1504642	849	1	0.317	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1455	1504940	1506427	1488	1	0.294	11	AGGA/GGAG/GAGG	GENOMAD.170187.PC	4.892e-11	68	0	0	0	1	NA	NA	PF13434.9;COG4529;TIGR00275;K07222	Uncharacterized NAD(P)/FAD-binding protein YdhS
CP020618.1_1456	1506743	1507879	1137	1	0.335	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1457	1507886	1508518	633	1	0.319	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1458	1508530	1509714	1185	1	0.337	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1459	1509727	1510185	459	1	0.336	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1460	1510237	1510491	255	-1	0.365	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1461	1510800	1511237	438	-1	0.301	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1462	1511446	1512273	828	1	0.303	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1463	1512587	1512994	408	1	0.250	11	GGA/GAG/AGG	GENOMAD.210045.PC	3.336e-47	166	0	0	0	1	NA	NA	PF03965.19;K20338;TIGR01889;COG1510	staphylococcal accessory regulator family
CP020618.1_1464	1513053	1513613	561	-1	0.301	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1465	1513610	1514569	960	-1	0.352	11	AGGA	GENOMAD.136058.VC	1.012e-65	229	0	0	0	2561	Caudoviricetes	NA	PF16199.8;K07139;TIGR01212;COG1242	radical SAM protein, TIGR01212 family
CP020618.1_1466	1514681	1515865	1185	1	0.338	11	AGGA	GENOMAD.167807.CP	0.0003975	45	0	0	0	1	NA	NA	K03305;COG2211	Na+/melibiose symporter or related transporter
CP020618.1_1467	1516170	1518584	2415	1	0.351	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1468	1518603	1518914	312	1	0.349	11	AGGAG	GENOMAD.141981.CP	2.142e-05	44	0	0	0	1	NA	NA	PF00581.23;TIGR03865;K02439;COG0607	PQQ-dependent catabolism-associated CXXCW motif protein
CP020618.1_1469	1519161	1520783	1623	1	0.325	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1470	1520787	1522322	1536	1	0.326	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1471	1522282	1523511	1230	-1	0.327	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1472	1523526	1524020	495	-1	0.327	11	GGA/GAG/AGG	GENOMAD.142965.CP	2.543e-29	116	0	0	0	1	NA	NA	PF12821.10;COG3610	Uncharacterized membrane protein YjjB, DUF3815 family
CP020618.1_1473	1524037	1524798	762	-1	0.344	11	GGAGG	GENOMAD.147206.CP	2.434e-107	346	0	0	0	1	NA	NA	COG2966	Uncharacterized membrane protein YjjP, DUF1212 family
CP020618.1_1474	1525007	1526077	1071	-1	0.294	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1475	1526449	1527522	1074	1	0.294	11	GGA/GAG/AGG	GENOMAD.137271.CP	4.699e-06	51	0	0	0	1	NA	NA	PF00953.24;TIGR02380;COG0472;K02851	undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphatetransferase
CP020618.1_1476	1527585	1528226	642	-1	0.319	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1477	1528367	1529233	867	1	0.332	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1478	1529540	1530622	1083	1	0.297	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1479	1530615	1530782	168	1	0.262	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1480	1530836	1531291	456	1	0.325	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1481	1531352	1531927	576	1	0.330	11	AGGAG	GENOMAD.103120.CV	6.341e-19	87	0	0	0	2561	Caudoviricetes	NA	PF02482.22;PF16321.8;K05808;TIGR00741;COG1544	ribosomal subunit interface protein
CP020618.1_1482	1532390	1534927	2538	1	0.335	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1483	1535160	1536155	996	1	0.346	11	None	GENOMAD.110271.CV	1.886e-29	123	0	0	0	2561	Caudoviricetes	NA	NA	NA
CP020618.1_1484	1536376	1537266	891	1	0.329	11	AGGA	GENOMAD.216006.VP	0.0004979	44	0	0	0	2561	Caudoviricetes	NA	COG1705	Flagellum-specific peptidoglycan hydrolase FlgJ
CP020618.1_1485	1537285	1537449	165	1	0.182	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1486	1537475	1538122	648	1	0.312	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1487	1538128	1538355	228	1	0.285	11	GGA/GAG/AGG	GENOMAD.043654.CC	1.109e-30	115	0	0	0	1	NA	NA	PF09964.12;COG4897	General stress protein CsbA (function unknown)
CP020618.1_1488	1538623	1540608	1986	1	0.339	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1489	1540616	1543456	2841	1	0.353	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1490	1543635	1544570	936	1	0.338	11	GGAG/GAGG	GENOMAD.000498.CC	2.751e-58	207	0	0	0	1	NA	NA	PF07475.15;PF02603.19;K06023;TIGR00679;COG1493	Hpr(Ser) kinase/phosphatase
CP020618.1_1491	1544574	1545416	843	1	0.298	11	GGA/GAG/AGG	GENOMAD.126817.CP	7.28e-08	56	0	0	0	1	NA	NA	PF01790.21;K13292;TIGR00544;COG0682	prolipoprotein diacylglyceryl transferase
CP020618.1_1492	1545416	1545895	480	1	0.315	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1493	1545913	1547352	1440	1	0.265	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1494	1547416	1548357	942	1	0.354	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1495	1548511	1549425	915	1	0.310	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1496	1549422	1550408	987	1	0.317	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1497	1550506	1551450	945	1	0.307	11	AGGAGG	GENOMAD.136403.CV	9.732e-64	223	0	0	0	2561	Caudoviricetes	NA	PF14527.9;PF10298.12;PF02650.17;K09762;COG1481;TIGR00647	DNA-binding transcriptional regulator WhiA, involved in cell division
CP020618.1_1498	1551767	1552354	588	1	0.332	11	AGGAGG	GENOMAD.096083.VP	0.0001882	44	0	0	0	2561	Caudoviricetes	NA	PF00574.26;K01358;TIGR00493;COG0740	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
CP020618.1_1499	1552407	1552589	183	-1	0.219	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1500	1552607	1553506	900	-1	0.341	11	GGAG/GAGG	GENOMAD.105757.CP	1.046e-42	161	0	0	0	1	NA	NA	PF04321.20;TIGR01777;COG1090;K19997	TIGR01777 family protein
CP020618.1_1501	1553775	1553945	171	-1	0.181	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1502	1554134	1554898	765	1	0.301	11	GGAG/GAGG	GENOMAD.201922.VV	1.616e-16	82	0	0	0	1	NA	NA	COG1580	NA
CP020618.1_1503	1554950	1555177	228	-1	0.281	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1504	1555445	1556464	1020	1	0.342	11	AGGAGG	GENOMAD.151356.CP	2.087e-76	261	0	0	0	1	NA	NA	PF04198.16;PF20024.2;K05311;COG2390;TIGR00502	DNA-binding transcriptional regulator LsrR, DeoR family
CP020618.1_1505	1556511	1557518	1008	1	0.361	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1506	1557663	1558853	1191	1	0.322	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1507	1558965	1559726	762	1	0.354	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1508	1559729	1561246	1518	1	0.343	11	AGxAGG/AGGxGG	GENOMAD.125838.CP	4.973e-07	55	0	0	0	1	NA	NA	K01839;TIGR01696;COG1015	phosphopentomutase
CP020618.1_1509	1561378	1562481	1104	1	0.368	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1510	1562855	1563325	471	1	0.287	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1511	1563393	1563626	234	1	0.308	11	GGAGG	GENOMAD.000340.CC	1.564e-13	66	1	0	0	1	NA	NA	PF03840.17;COG1314;TIGR00810;K03075	Preprotein translocase subunit SecG
CP020618.1_1512	1563831	1564571	741	1	0.332	11	GGAG/GAGG	GENOMAD.005143.CC	1.033e-07	55	0	0	0	1	NA	NA	PF02273.18;PF16408.8;K03928;COG1647;TIGR02427	Esterase/lipase
CP020618.1_1513	1564609	1566987	2379	1	0.342	11	AGGAGG	GENOMAD.154275.VC	5.227e-33	141	0	0	0	2561	Caudoviricetes	NA	PF00773.22;K12573;TIGR02063;COG0557	ribonuclease R
CP020618.1_1514	1567012	1567482	471	1	0.350	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1515	1568026	1568967	942	1	0.293	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1516	1569022	1569198	177	-1	0.277	11	GGA/GAG/AGG	GENOMAD.105337.VV	7.055e-13	63	0	0	0	2561	Caudoviricetes	NA	PF08139.15;COG5633;K19975;TIGR02747	Uncharacterized conserved protein YcfL
CP020618.1_1517	1569334	1570050	717	-1	0.275	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1518	1570183	1570410	228	-1	0.232	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1519	1570566	1570850	285	-1	0.267	11	AGGAGG	GENOMAD.088178.VV	2.2e-40	144	0	0	0	1	NA	NA	NA	NA
CP020618.1_1520	1570927	1571673	747	-1	0.286	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1521	1571747	1572328	582	-1	0.292	11	AGGAG	GENOMAD.105299.PP	3.011e-67	227	0	0	0	1	NA	NA	PF05708.15	Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family
CP020618.1_1522	1572410	1572598	189	-1	0.259	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1523	1573332	1573535	204	1	0.289	11	AGGAGG	GENOMAD.193400.VV	1.145e-26	103	0	0	0	1	NA	NA	PF06855.15;COG4479	Uncharacterized protein YozE, UPF0346 family
CP020618.1_1524	1573527	1573769	243	-1	0.272	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1525	1573964	1574563	600	1	0.335	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1526	1574577	1575068	492	-1	0.276	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1527	1575520	1575942	423	-1	0.364	11	AGGAGG	GENOMAD.158020.CP	5.899e-07	50	0	0	0	1	NA	NA	PF02566.22;K04063;TIGR03561;COG1764	peroxiredoxin, Ohr subfamily
CP020618.1_1528	1576104	1576829	726	1	0.329	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1529	1576899	1577438	540	1	0.330	11	AGGAG	GENOMAD.129304.CP	1.141e-15	77	0	0	0	1	NA	NA	PF14512.9;COG3560;TIGR03553;K04719	Fatty acid repression mutant protein (predicted oxidoreductase)
CP020618.1_1530	1577476	1577799	324	-1	0.309	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1531	1577939	1578292	354	1	0.299	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1532	1578385	1578765	381	1	0.352	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1533	1578901	1579287	387	1	0.300	11	AGxAGG/AGGxGG	GENOMAD.006244.CC	1.028e-23	98	0	0	0	1	NA	NA	PF20469.1;K07476;TIGR00334;COG4026	ribonuclease M5
CP020618.1_1534	1579280	1579579	300	1	0.270	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1535	1579823	1580848	1026	1	0.336	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1536	1580841	1581536	696	1	0.361	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1537	1581557	1582372	816	1	0.300	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1538	1582463	1582627	165	-1	0.303	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1539	1582801	1582986	186	1	0.296	11	AGGAGG	GENOMAD.168297.PC	8.631e-06	43	0	0	0	1	NA	NA	PF11459.11;COG3237	Transcriptional regulator, AbiEi antitoxin, Type IV TA system
CP020618.1_1540	1583107	1583241	135	-1	0.304	11	AGGAG	GENOMAD.222333.PV	6.826e-14	65	0	0	0	1	NA	NA	PF05480.14;K20337	Phenol-soluble modulin beta protein
CP020618.1_1541	1583673	1584440	768	1	0.298	11	GGAG/GAGG	GENOMAD.071501.VV	4.218e-34	134	0	0	0	2561	Caudoviricetes	NA	PF08139.15;COG5567;TIGR02747;K19975	Predicted small periplasmic lipoprotein YifL (function unknown)
CP020618.1_1542	1584821	1585342	522	-1	0.314	11	AGGA/GGAG/GAGG	GENOMAD.091849.CP	1.38e-40	149	0	0	0	1	NA	NA	PF12850.10;K07095;TIGR00040;COG0622	phosphoesterase, MJ0936 family
CP020618.1_1543	1585342	1585923	582	-1	0.325	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1544	1585954	1586751	798	-1	0.351	11	AGGA	GENOMAD.100096.CP	3.541e-28	117	0	0	0	2561	Caudoviricetes	NA	PF07302.14;K01776;TIGR00067;COG0796	glutamate racemase
CP020618.1_1545	1586927	1587589	663	-1	0.373	11	GGA/GAG/AGG	GENOMAD.087567.CP	1.506e-07	54	0	0	0	1	NA	NA	PF12798.10;TIGR03290;COG0247;K02691	CoB--CoM heterodisulfide reductase, subunit C
CP020618.1_1546	1587592	1587786	195	-1	0.272	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1547	1587783	1589549	1767	-1	0.357	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1548	1589630	1590244	615	-1	0.314	11	AGxAGG/AGGxGG	GENOMAD.003346.CC	3.721e-43	158	0	0	0	1	NA	NA	PF02300.20;TIGR02046;K00241;COG2142	succinate dehydrogenase (or fumarate reductase) cytochrome b subunit, b558 family
CP020618.1_1549	1590663	1592447	1785	-1	0.317	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1550	1592544	1592858	315	-1	0.333	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1551	1593039	1595390	2352	-1	0.322	11	GGAG/GAGG	GENOMAD.077411.CP	0.0001242	48	0	0	0	1	NA	NA	PF01713.24	Smr domain
CP020618.1_1552	1595400	1597154	1755	-1	0.328	11	AGGA	GENOMAD.080846.CV	1.031e-05	51	0	0	0	1	NA	NA	PF01876.19;K04477;COG1387;TIGR01856	Histidinol phosphatase or related hydrolase of the PHP family
CP020618.1_1553	1597185	1597706	522	-1	0.280	11	AGGA	GENOMAD.016954.CC	2.868e-06	49	0	0	0	1	NA	NA	PF02674.19;COG1286;K03558	Uncharacterized membrane protein, required for colicin V production
CP020618.1_1554	1597707	1597973	267	-1	0.296	11	AGGAG	GENOMAD.000955.CC	7.449e-18	79	0	0	0	1	NA	NA	PF05164.16;K09888;COG3027	Cell division protein ZapA, inhibits GTPase activity of FtsZ
CP020618.1_1555	1598186	1599112	927	1	0.314	11	AGGA/GGAG/GAGG	GENOMAD.130642.CV	4.572e-17	85	0	0	0	1	NA	NA	PF01351.21;PF11858.11;K03471;TIGR00716;COG1039	ribonuclease HIII
CP020618.1_1556	1599565	1601967	2403	-1	0.337	11	GGAG/GAGG	GENOMAD.090179.CV	1.091e-69	257	0	0	0	2561	Caudoviricetes	NA	PF17759.4;PF03147.17;PF03484.18;PF18262.4;PF01588.23;PF03483.20;TIGR00472;K01890;COG0072	phenylalanyl-tRNA synthetase, beta subunit, non-spirochete bacterial
CP020618.1_1557	1601967	1603025	1059	-1	0.339	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1558	1603377	1604117	741	-1	0.324	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1559	1604233	1604406	174	-1	0.362	11	AGGAGG	GENOMAD.073714.CP	6.711e-13	63	0	0	0	1	NA	NA	PF01783.26;COG0333;TIGR01031	Ribosomal protein L32
